id,name,description,cpu_class,socket,clock_speed,turbo_speed,cores,threads,total_cores,primary_cores,secondary_cores,performance_cores,efficient_cores,typical_tdp,tdp_down,tdp_up,cache_per_cpu_package,cache_per_effective_cpu_package,memory_support,other_names,first_seen_on_charts,cpu_mark_per_dollar_price,overall_rank,last_price_change,multi_thread_rating,single_thread_rating,num_samples,margin_for_error,integer_math,floating_point_math,find_prime_numbers,random_string_sorting,data_encryption,data_compression,physics,extended_instructions,relative_gaming_score
39,AMD A8-3870K APU,,Desktop,FM1,3.0 GHz,,4,4,,,,,,100 W,,,L1 Instruction Cache: 4 x 64 KB; L1 Data Cache: 4 x 64 KB; L2 Cache: 4 x 1024 KB,,,AMD A8-3870 APU with Radeon(tm) HD Graphics,Q4 2011,9.99,3036th fastest in multithreading out of 5149 CPUs; 2983rd fastest in single threading out of 5149 CPUs; 883rd fastest in out of 1449 Desktop CPUs,$234.79 USD (2025-05-24),2345,1214,607,Low,"6,960 MOps/Sec","5,349 MOps/Sec",11 Million Primes/Sec,"6,401 Thousand Strings/Sec",605.7 MBytes/Sec,"52,544 KBytes/Sec",195 Frames/Sec,"1,292 Million Matrices/Sec",257
40,AMD A8-4500M APU,,Laptop,FS1r2,1.9 GHz,2.8 GHz,4 (in 2 physical modules),,,,,,,35 W,,,L1 Instruction Cache: 4 x 16 KB; L1 Data Cache: 4 x 64 KB; L2 Cache: 4 x 2048 KB,,,AMD A8-4500M APU with Radeon(tm) HD Graphics,Q2 2012,35.29,3452nd fastest in multithreading out of 5149 CPUs; 3616th fastest in single threading out of 5149 CPUs; 816th fastest in out of 1491 Laptop CPUs,$48.02 USD (2024-05-08),1695,918,1727,Low,"10,991 MOps/Sec","3,008 MOps/Sec",9 Million Primes/Sec,"3,488 Thousand Strings/Sec",503.9 MBytes/Sec,"27,057 KBytes/Sec",194 Frames/Sec,682 Million Matrices/Sec,347
41,AMD A8-5500 APU,,Desktop,FM2,3.2 GHz,3.7 GHz,4 (in 2 physical modules),,,,,,,65 W,,,L1 Instruction Cache: 4 x 16 KB; L1 Data Cache: 4 x 64 KB; L2 Cache: 4 x 2048 KB,,,AMD A8-5500 APU with Radeon(tm) HD Graphics,Q2 2012,44.42,2875th fastest in multithreading out of 5149 CPUs; 2756th fastest in single threading out of 5149 CPUs; 839th fastest in out of 1449 Desktop CPUs,$58.95 USD (2020-06-17),2619,1336,971,Low,"17,516 MOps/Sec","4,699 MOps/Sec",11 Million Primes/Sec,"5,432 Thousand Strings/Sec",792.5 MBytes/Sec,"43,625 KBytes/Sec",238 Frames/Sec,"1,088 Million Matrices/Sec",447
43,AMD Athlon 64 X2 QL-60,,Laptop,S1,1.9 GHz,,2,2,,,,,,35 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon Dual-Core QL-60, AMD Athlon(tm) X2 Dual-Core QL-60, AMD Athlon(tm)X2 DualCore QL-60",Q1 2009,NA,4445th fastest in multithreading out of 5149 CPUs; 4108th fastest in single threading out of 5149 CPUs; 1177th fastest in out of 1491 Laptop CPUs,NA,651,650,139,Low,"2,399 MOps/Sec","1,480 MOps/Sec",3 Million Primes/Sec,"1,803 Thousand Strings/Sec",201.8 MBytes/Sec,"13,329 KBytes/Sec",64 Frames/Sec,233 Million Matrices/Sec,151
44,AMD Athlon 64 X2 QL-62,,Laptop,S1,2.0 GHz,,2,2,,,,,,35 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon Dual-Core QL-62, AMD Athlon(tm) X2 Dual-Core QL-62, AMD Athlon(tm)X2 DualCore QL-62",Q1 2009,NA,4596th fastest in multithreading out of 5149 CPUs; 4162nd fastest in single threading out of 5149 CPUs; 1248th fastest in out of 1491 Laptop CPUs,NA,525,623,136,Low,"2,001 MOps/Sec","1,406 MOps/Sec",2 Million Primes/Sec,"1,736 Thousand Strings/Sec",162.6 MBytes/Sec,"12,454 KBytes/Sec",56 Frames/Sec,166 Million Matrices/Sec,137
45,AMD Athlon 64 X2 QL-64,,Laptop,S1,2.1 GHz,,2,2,,,,,,35 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon Dual-Core QL-64, AMD Athlon(tm) X2 Dual-Core QL-64, AMD Athlon(tm)X2 DualCore QL-64",Q1 2009,NA,4491st fastest in multithreading out of 5149 CPUs; 4043rd fastest in single threading out of 5149 CPUs; 1206th fastest in out of 1491 Laptop CPUs,NA,605,694,158,Low,"2,074 MOps/Sec","1,469 MOps/Sec",3 Million Primes/Sec,"1,966 Thousand Strings/Sec",177.5 MBytes/Sec,"14,387 KBytes/Sec",59 Frames/Sec,204 Million Matrices/Sec,149
46,AMD Athlon 64 X2 QL-65,,Laptop,S1,2.1 GHz,,2,2,,,,,,35 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon Dual-Core QL-65, AMD Athlon(tm) X2 Dual-Core QL-65",Q4 2009,28.95,4461st fastest in multithreading out of 5149 CPUs; 4060th fastest in single threading out of 5149 CPUs; 1188th fastest in out of 1491 Laptop CPUs,$22.00 USD (2021-05-14),637,681,138,Low,"2,106 MOps/Sec","1,586 MOps/Sec",3 Million Primes/Sec,"1,963 Thousand Strings/Sec",211.1 MBytes/Sec,"14,954 KBytes/Sec",66 Frames/Sec,210 Million Matrices/Sec,156
49,AMD Athlon XP 1700+,,Desktop,Socket A (462),1.5 GHz,,1,1,,,,,,64 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 256 KB,,,"AMD Athlon(tm) 1700+, AMD Athlon(TM) XP 1700+, AMD Athlon(tm) XP processor 1700+, AMD Athlon(TM) XP1700+",Q1 2009,3.44,5047th fastest in multithreading out of 5149 CPUs; 4976th fastest in single threading out of 5149 CPUs; 1425th fastest in out of 1449 Desktop CPUs,$51.25 USD (2020-12-06),176,272,34,Low,NA,NA,NA,NA,NA,NA,NA,NA,
53,AMD Athlon 2800+,,Desktop,754,2.1 GHz,,1,1,,,,,,89 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 512 KB,,,AMD Athlon(tm) 2800+,Q1 2009,2.65,4876th fastest in multithreading out of 5149 CPUs; 4627th fastest in single threading out of 5149 CPUs; 1390th fastest in out of 1449 Desktop CPUs,$109.95 USD (2020-07-30),291,439,2,High,NA,NA,NA,NA,NA,NA,NA,NA,
55,AMD Athlon 5000 Dual-Core,,Desktop,"AM2,AM2+",2.2 GHz,,2,2,,,,,,65 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,AMD Athlon(tm) 5000 Dual-Core Processor,Q4 2009,7.94,4174th fastest in multithreading out of 5149 CPUs; 3671st fastest in single threading out of 5149 CPUs; 1251st fastest in out of 1449 Desktop CPUs,$109.95 USD (2025-06-06),872,898,42,Low,"2,617 MOps/Sec","2,040 MOps/Sec",5 Million Primes/Sec,"2,057 Thousand Strings/Sec",254.6 MBytes/Sec,"19,441 KBytes/Sec",93 Frames/Sec,422 Million Matrices/Sec,215
56,AMD Athlon 5200 Dual-Core,,Desktop,AM2,2.7 GHz,,2,2,,,,,,75 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,AMD Athlon(tm) 5200 Dual-Core Processor,Q4 2010,16.40,4180th fastest in multithreading out of 5149 CPUs; 3624th fastest in single threading out of 5149 CPUs; 1252nd fastest in out of 1449 Desktop CPUs,$53.02 USD (2025-05-26),869,915,20,Medium,"2,883 MOps/Sec","2,132 MOps/Sec",5 Million Primes/Sec,"2,713 Thousand Strings/Sec",278.8 MBytes/Sec,"21,048 KBytes/Sec",99 Frames/Sec,462 Million Matrices/Sec,224
59,AMD Athlon 64 FX-55,,Desktop,939,2.6 GHz,,1,1,,,,,,104 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 1024 KB,,,AMD Athlon(tm) 64 FX-55 Processor,Q1 2009,6.22,4719th fastest in multithreading out of 5149 CPUs; 4464th fastest in single threading out of 5149 CPUs; 1351st fastest in out of 1449 Desktop CPUs,$65.00 USD (2021-02-16),404,505,13,Medium,NA,NA,NA,NA,NA,NA,NA,NA,
60,AMD Athlon 64 FX-57,,Desktop,939,2.8 GHz,,1,1,,,,,,104 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 1024 KB,,,AMD Athlon(tm) 64 FX-57 Processor,Q1 2009,NA,4601st fastest in multithreading out of 5149 CPUs; 4331st fastest in single threading out of 5149 CPUs; 1328th fastest in out of 1449 Desktop CPUs,NA,517,552,11,Medium,NA,NA,NA,NA,NA,NA,NA,NA,
61,AMD Athlon 64 FX-60 Dual Core,,Desktop,939,2.6 GHz,,2,2,,,,,,110 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 1024 KB,,,AMD Athlon(tm) 64 FX-60 Dual Core Processor,Q1 2009,NA,4370th fastest in multithreading out of 5149 CPUs; 3630th fastest in single threading out of 5149 CPUs; 1287th fastest in out of 1449 Desktop CPUs,NA,709,912,27,Low,NA,NA,NA,NA,NA,NA,NA,NA,
62,AMD Athlon 64 FX-62 Dual Core,,Desktop,AM2,2.8 GHz,,2,2,,,,,,125 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 1024 KB,,,AMD Athlon(tm) 64 FX-62 Dual Core Processor,Q1 2009,3.97,4050th fastest in multithreading out of 5149 CPUs; 3406th fastest in single threading out of 5149 CPUs; 1220th fastest in out of 1449 Desktop CPUs,$250.00 USD (2023-01-12),993,1022,22,Low,"3,863 MOps/Sec","2,131 MOps/Sec",6 Million Primes/Sec,"3,125 Thousand Strings/Sec",335.9 MBytes/Sec,"22,989 KBytes/Sec",101 Frames/Sec,332 Million Matrices/Sec,238
64,AMD Athlon 64 FX-74,,Desktop,F (1207),3.0 GHz,,2,2,,,,,,125 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 1024 KB,,,AMD Athlon(tm) 64 FX-74 Processor,Q1 2009,1.95,4071st fastest in multithreading out of 5149 CPUs; 4175th fastest in single threading out of 5149 CPUs; 1228th fastest in out of 1449 Desktop CPUs,$499.50 USD (2006-11-30),972,617,2,High,NA,NA,NA,NA,NA,NA,NA,NA,
65,AMD Athlon 64 2800+,,Desktop,754,1.8 GHz,,1,1,,,,,,89 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 512 KB,,,AMD Athlon(tm) 64 Processor 2800+,Q1 2009,2.95,4867th fastest in multithreading out of 5149 CPUs; 4763rd fastest in single threading out of 5149 CPUs; 1386th fastest in out of 1449 Desktop CPUs,$99.99 USD (2010-08-04),295,375,29,Low,NA,NA,NA,NA,NA,NA,NA,NA,
66,AMD Athlon 64 3000+,,Desktop,Socket 754,2.0 GHz,,1,1,,,,,,89 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 512 KB,,,AMD Athlon(tm) 64 Processor 3000+,Q4 2008,16.68,4813th fastest in multithreading out of 5149 CPUs; 4181st fastest in single threading out of 5149 CPUs; 1370th fastest in out of 1449 Desktop CPUs,$20.00 USD (2021-02-16),334,615,329,Low,"1,318 MOps/Sec",773 MOps/Sec,2 Million Primes/Sec,"1,022 Thousand Strings/Sec",104.7 MBytes/Sec,"7,427 KBytes/Sec",35 Frames/Sec,106 Million Matrices/Sec,154
67,AMD Athlon 64 3200+,,Desktop,AM2,2.2 GHz,,1,1,,,,,,62 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 512 KB,,,AMD Athlon(tm) 64 Processor 3200+,Q4 2008,2.03,4855th fastest in multithreading out of 5149 CPUs; 4166th fastest in single threading out of 5149 CPUs; 1380th fastest in out of 1449 Desktop CPUs,$149.95 USD (2015-12-01),305,621,417,Low,963 MOps/Sec,748 MOps/Sec,1 Million Primes/Sec,950 Thousand Strings/Sec,109.7 MBytes/Sec,"7,409 KBytes/Sec",38 Frames/Sec,91 Million Matrices/Sec,161
68,AMD Athlon 64 3300+,,Desktop,,2.4 GHz,,1,1,,,,,,,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 256 KB,,,AMD Athlon(tm) 64 Processor 3300+,Q1 2009,NA,4761st fastest in multithreading out of 5149 CPUs; 4543rd fastest in single threading out of 5149 CPUs; 1359th fastest in out of 1449 Desktop CPUs,NA,375,477,10,Medium,NA,NA,NA,NA,NA,NA,NA,NA,
69,AMD Athlon 64 3400+,,Desktop,754,2.4 GHz,,1,1,,,,,,89 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 512 KB,,,"AMD Athlon(tm) 64 Processor 3400+, AMD Athlon 64 Processor 3400+",Q1 2009,3.17,4833rd fastest in multithreading out of 5149 CPUs; 4347th fastest in single threading out of 5149 CPUs; 1374th fastest in out of 1449 Desktop CPUs,$99.95 USD (2020-12-04),317,547,99,Low,664 MOps/Sec,781 MOps/Sec,NA,876 Thousand Strings/Sec,120.2 MBytes/Sec,"7,343 KBytes/Sec",36 Frames/Sec,68 Million Matrices/Sec,148
70,AMD Athlon 64 3500+,,Desktop,AM2,2.2 GHz,,1,1,,,,,,45 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 512 KB,,,AMD Athlon(tm) 64 Processor 3500+,Q4 2008,4.71,4759th fastest in multithreading out of 5149 CPUs; 4273rd fastest in single threading out of 5149 CPUs; 1358th fastest in out of 1449 Desktop CPUs,$79.95 USD (2020-12-12),377,576,387,Low,"1,338 MOps/Sec",805 MOps/Sec,2 Million Primes/Sec,"1,034 Thousand Strings/Sec",116.7 MBytes/Sec,"7,644 KBytes/Sec",42 Frames/Sec,133 Million Matrices/Sec,169
71,AMD Athlon 64 3700+,,Desktop,939,2.2 GHz,,1,1,,,,,,89 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 1024 KB,,,AMD Athlon(tm) 64 Processor 3700+,Q4 2008,4.38,4732nd fastest in multithreading out of 5149 CPUs; 4633rd fastest in single threading out of 5149 CPUs; 1352nd fastest in out of 1449 Desktop CPUs,$89.95 USD (2020-12-11),394,435,108,Low,NA,NA,NA,NA,NA,NA,NA,NA,
72,AMD Athlon 64 3800+,,Desktop,AM2,2.4 GHz,,1,1,,,,,,45 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 512 KB,,,AMD Athlon(tm) 64 Processor 3800+,Q1 2009,2.23,4872nd fastest in multithreading out of 5149 CPUs; 4576th fastest in single threading out of 5149 CPUs; 1388th fastest in out of 1449 Desktop CPUs,$131.01 USD (2021-02-17),292,461,235,Low,435 MOps/Sec,572 MOps/Sec,NA,696 Thousand Strings/Sec,78.4 MBytes/Sec,"5,081 KBytes/Sec",17 Frames/Sec,50 Million Matrices/Sec,92
73,AMD Athlon 64 4000+,,Desktop,AM2,2.6 GHz,,1,1,,,,,,62 W,,,L1 Instruction Cache: 1 x 64 KB; L1 Data Cache: 1 x 64 KB; L2 Cache: 1 x 512 KB,,,AMD Athlon(tm) 64 Processor 4000+,Q4 2008,3.40,4795th fastest in multithreading out of 5149 CPUs; 4296th fastest in single threading out of 5149 CPUs; 1369th fastest in out of 1449 Desktop CPUs,$99.95 USD (2021-02-17),340,565,83,Low,"1,287 MOps/Sec",726 MOps/Sec,2 Million Primes/Sec,"1,032 Thousand Strings/Sec",114.5 MBytes/Sec,"7,854 KBytes/Sec",31 Frames/Sec,112 Million Matrices/Sec,139
75,AMD Athlon 64 X2 Dual Core 3400+,,Desktop,754,2.2 GHz,,2,2,,,,,,89 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,AMD Athlon(tm) 64 X2 Dual Core Processor 3400+,Q4 2010,NA,4589th fastest in multithreading out of 5149 CPUs; 4468th fastest in single threading out of 5149 CPUs; 1326th fastest in out of 1449 Desktop CPUs,NA,531,505,9,Medium,NA,NA,NA,NA,NA,NA,NA,NA,
76,AMD Athlon 64 X2 Dual Core 3600+,,Desktop,AM2,2.0 GHz,,2,2,,,,,,65 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 256 KB,,,AMD Athlon(tm) 64 X2 Dual Core Processor 3600+,Q4 2008,9.05,4480th fastest in multithreading out of 5149 CPUs; 4099th fastest in single threading out of 5149 CPUs; 1306th fastest in out of 1449 Desktop CPUs,$68.25 USD (2021-01-31),618,655,185,Low,"2,248 MOps/Sec","1,380 MOps/Sec",3 Million Primes/Sec,"1,852 Thousand Strings/Sec",192.5 MBytes/Sec,"13,823 KBytes/Sec",60 Frames/Sec,204 Million Matrices/Sec,147
77,AMD Athlon 64 X2 Dual Core 3800+,,Desktop,AM2,2.0 GHz,,2,2,,,,,,89 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon(tm) 64 X2 Dual Core Processor 3800+, AMD Athlon(tm)64 X2 Dual Core Processor 3800+, AMD Athlon(tm) 64 X2 Dual Core Processor 3800+, AMD Athlon(tm) 64 X2 Dual Core 3800+, AMD Athlon(tm) 64 X2 Processor 3800+",Q4 2008,NA,4466th fastest in multithreading out of 5149 CPUs; 4006th fastest in single threading out of 5149 CPUs; 1303rd fastest in out of 1449 Desktop CPUs,NA,629,718,791,Low,"2,360 MOps/Sec","1,434 MOps/Sec",3 Million Primes/Sec,"1,912 Thousand Strings/Sec",188.4 MBytes/Sec,"14,464 KBytes/Sec",63 Frames/Sec,215 Million Matrices/Sec,157
78,AMD Athlon 64 X2 Dual Core 4000+,,Desktop,AM2,2.1 GHz,,2,2,,,,,,65 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,AMD Athlon(tm) 64 X2 Dual Core Processor 4000+,Q4 2008,NA,4390th fastest in multithreading out of 5149 CPUs; 3971st fastest in single threading out of 5149 CPUs; 1289th fastest in out of 1449 Desktop CPUs,NA,692,737,625,Low,"2,597 MOps/Sec","1,534 MOps/Sec",3 Million Primes/Sec,"2,125 Thousand Strings/Sec",209.5 MBytes/Sec,"15,650 KBytes/Sec",65 Frames/Sec,240 Million Matrices/Sec,162
79,AMD Athlon 64 X2 Dual Core 4200+,,Desktop,AM2,2.2 GHz,,2,2,,,,,,89 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon(tm) 64 X2 Dual Core Processor 4200+, AMD Athlon(tm)64 X2 Dual Core Processor 4200+, AMD Athlon(tm) 64 X2 Dual Core 4200+, AMD Athlon(tm) 64 X2 Dual Core CPU 4200+",Q4 2008,6.63,4346th fastest in multithreading out of 5149 CPUs; 3840th fastest in single threading out of 5149 CPUs; 1279th fastest in out of 1449 Desktop CPUs,$109.95 USD (2020-08-21),729,804,1012,Low,"2,743 MOps/Sec","1,636 MOps/Sec",4 Million Primes/Sec,"2,260 Thousand Strings/Sec",225.5 MBytes/Sec,"17,160 KBytes/Sec",67 Frames/Sec,245 Million Matrices/Sec,171
80,AMD Athlon 64 X2 Dual Core 4400+,,Desktop,AM2,2.3 GHz,,2,2,,,,,,65 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon(tm) 64 X2 Dual Core Processor 4400+, Athlon 64 Dual Core 4400+, AMD Athlon(tm) 64 X2 Dual Core 4400+, AMD Athlon(tm) 64 X2 Dual Core CPU 4400+, AMD Athlon(tm)64 X2 Dual Core Processor 4400+",Q4 2008,2.25,4418th fastest in multithreading out of 5149 CPUs; 3917th fastest in single threading out of 5149 CPUs; 1297th fastest in out of 1449 Desktop CPUs,$298.95 USD (2021-01-18),671,763,643,Low,"2,294 MOps/Sec","1,641 MOps/Sec",3 Million Primes/Sec,"2,109 Thousand Strings/Sec",233.3 MBytes/Sec,"16,248 KBytes/Sec",67 Frames/Sec,219 Million Matrices/Sec,167
81,AMD Athlon 64 X2 Dual Core 4600+,,Desktop,AM2,2.4 GHz,,2,2,,,,,,65 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon(tm) 64 X2 Dual Core Processor 4600+, AMD Athlon(tm) 64 X2 Dual Core 4600+, AMD Athlon(tm) 64 X2 Processor 4600+",Q4 2008,2.06,4359th fastest in multithreading out of 5149 CPUs; 3784th fastest in single threading out of 5149 CPUs; 1282nd fastest in out of 1449 Desktop CPUs,$349.95 USD (2020-07-07),720,835,442,Low,"2,624 MOps/Sec","1,663 MOps/Sec",3 Million Primes/Sec,"2,392 Thousand Strings/Sec",223.3 MBytes/Sec,"17,630 KBytes/Sec",69 Frames/Sec,246 Million Matrices/Sec,177
82,AMD Athlon 64 X2 Dual Core 4800+,,Desktop,AM2,2.5 GHz,,2,2,,,,,,65 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon(tm) 64 X2 Dual Core Processor 4800+, AMD Athlon(tm) 64 X2 Dual Core CPU 4800+, AMD Athlon(tm) 64 X2 Processor 4800+, AMD Athlon(tm)64 X2 Dual Core Processor 4800+",Q4 2008,4.80,4360th fastest in multithreading out of 5149 CPUs; 3701st fastest in single threading out of 5149 CPUs; 1283rd fastest in out of 1449 Desktop CPUs,$149.95 USD (2020-07-07),719,878,486,Low,"2,943 MOps/Sec","1,770 MOps/Sec",3 Million Primes/Sec,"2,513 Thousand Strings/Sec",231.4 MBytes/Sec,"16,783 KBytes/Sec",64 Frames/Sec,248 Million Matrices/Sec,176
83,AMD Athlon 64 X2 Dual Core 5000+,,Desktop,AM2,2.6 GHz,,2,2,,,,,,65 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon(tm) 64 X2 Dual Core Processor 5000+, AMD Athlon(tm) 64 X2 Dual Core CPU 5000+",Q4 2008,2.42,4253rd fastest in multithreading out of 5149 CPUs; 3649th fastest in single threading out of 5149 CPUs; 1266th fastest in out of 1449 Desktop CPUs,$331.49 USD (2011-11-01),801,905,1164,Low,"3,156 MOps/Sec","1,860 MOps/Sec",3 Million Primes/Sec,"2,635 Thousand Strings/Sec",254.1 MBytes/Sec,"19,042 KBytes/Sec",69 Frames/Sec,274 Million Matrices/Sec,184
84,AMD Athlon 64 X2 Dual Core 5200+,,Desktop,AM2,2.7 GHz,,2,2,,,,,,65 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 1024 KB,,,"AMD Athlon(tm) 64 X2 Dual Core Processor 5200+, AMD Athlon(tm) 64 X2 Dual Core CPU 5200+",Q4 2008,14.16,4202nd fastest in multithreading out of 5149 CPUs; 3587th fastest in single threading out of 5149 CPUs; 1257th fastest in out of 1449 Desktop CPUs,$60.00 USD (2019-11-01),850,934,916,Low,"3,252 MOps/Sec","1,881 MOps/Sec",4 Million Primes/Sec,"2,706 Thousand Strings/Sec",259.4 MBytes/Sec,"19,702 KBytes/Sec",73 Frames/Sec,289 Million Matrices/Sec,192
85,AMD Athlon 64 X2 Dual Core 5400+,,Desktop,AM2,2.8 GHz,,2,2,,,,,,65 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,AMD Athlon(tm) 64 X2 Dual Core Processor 5400+,Q4 2008,17.11,4139th fastest in multithreading out of 5149 CPUs; 3452nd fastest in single threading out of 5149 CPUs; 1243rd fastest in out of 1449 Desktop CPUs,$52.99 USD (2010-07-04),907,999,210,Low,"3,491 MOps/Sec","2,118 MOps/Sec",4 Million Primes/Sec,"2,938 Thousand Strings/Sec",297.4 MBytes/Sec,"22,218 KBytes/Sec",79 Frames/Sec,307 Million Matrices/Sec,207
86,AMD Athlon 64 X2 Dual Core 5600+,,Desktop,AM2,2.8 GHz,,2,2,,,,,,89 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,"AMD Athlon(tm) 64 X2 Dual Core Processor 5600+, AMD Athlon(tm) 64 X2 Dual Core CPU 5600+",Q4 2008,8.48,4135th fastest in multithreading out of 5149 CPUs; 3415th fastest in single threading out of 5149 CPUs; 1241st fastest in out of 1449 Desktop CPUs,$107.21 USD (2020-11-17),909,1018,474,Low,"3,402 MOps/Sec","2,001 MOps/Sec",5 Million Primes/Sec,"2,810 Thousand Strings/Sec",274.6 MBytes/Sec,"21,145 KBytes/Sec",78 Frames/Sec,310 Million Matrices/Sec,208
87,AMD Athlon 64 X2 Dual Core 5800+,,Desktop,,3.0 GHz,,2,2,,,,,,89 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,AMD Athlon(tm) 64 X2 Dual Core Processor 5800+,Q1 2009,21.81,4442nd fastest in multithreading out of 5149 CPUs; 3952nd fastest in single threading out of 5149 CPUs; 1301st fastest in out of 1449 Desktop CPUs,$29.95 USD (2020-06-05),653,746,26,Low,"2,801 MOps/Sec","1,518 MOps/Sec",3 Million Primes/Sec,"1,667 Thousand Strings/Sec",113.9 MBytes/Sec,"14,375 KBytes/Sec",41 Frames/Sec,167 Million Matrices/Sec,132
88,AMD Athlon 64 X2 Dual Core 6000+,,Desktop,AM2,3.0 GHz,,2,2,,,,,,89 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 512 KB,,,AMD Athlon(tm) 64 X2 Dual Core Processor 6000+,Q4 2008,24.31,4104th fastest in multithreading out of 5149 CPUs; 3357th fastest in single threading out of 5149 CPUs; 1235th fastest in out of 1449 Desktop CPUs,$38.50 USD (2020-07-25),936,1046,1069,Low,"3,527 MOps/Sec","2,088 MOps/Sec",5 Million Primes/Sec,"2,952 Thousand Strings/Sec",292.5 MBytes/Sec,"22,741 KBytes/Sec",82 Frames/Sec,313 Million Matrices/Sec,217
89,AMD Athlon 64 X2 Dual Core 6400+,,Desktop,AM2,3.2 GHz,,2,2,,,,,,125 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 64 KB; L2 Cache: 2 x 1024 KB,,,AMD Athlon(tm) 64 X2 Dual Core Processor 6400+,Q4 2008,3.93,4063rd fastest in multithreading out of 5149 CPUs; 3161st fastest in single threading out of 5149 CPUs; 1225th fastest in out of 1449 Desktop CPUs,$249.95 USD (2020-07-07),982,1131,239,Low,"3,583 MOps/Sec","2,200 MOps/Sec",5 Million Primes/Sec,"3,148 Thousand Strings/Sec",301.7 MBytes/Sec,"23,367 KBytes/Sec",86 Frames/Sec,328 Million Matrices/Sec,230
